ID	DL Section	DL Lesson	Simplified Chinese	Selected Traditional	Cleaned1 CC-CEDICT Pinyin	Selected Pinyin	Pinyin Review Notes	Clean CC-CEDICT English definition	Google_Translate_Definition	Selected English definition	Definition Review Notes	Alternate Occurrences
1335	6	Festivals	聚	聚	jù	jù	[2018-11-15 CFox]: No alternate Pinyin available	to congregate / to assemble / to mass / to gather together / to amass / to polymerize	Gather	to congregate / to assemble / to mass / to gather together / to amass / to polymerize	[2018-11-15 CFox]: Needs Manual Review	聚会 (Festivals), 聚 (Festivals)
1336	6	Festivals	财	財	cái	cái	[2018-11-15 CFox]: No alternate Pinyin available	money / wealth / riches / property / valuables	fiscal	money / wealth / riches / property / valuables	[2018-11-15 CFox]: Needs Manual Review	发财 (Festivals), 财 (Festivals)
1337	6	Festivals	端午节	端午節	Duān wǔ jié	duān wǔ jié	[2018-11-15 CFox]: No alternate Pinyin available	Dragon Boat Festival (5th day of the 5th lunar month)	Dragon boat festival	Dragon Boat Festival (5th day of the 5th lunar month)	[2018-11-15 CFox]: Needs Manual Review	n/a
1338	6	Festivals	粽子	粽子	zòng zi	zòng zi	[2018-11-15 CFox]: No alternate Pinyin available	glutinous rice and choice of filling wrapped in leaves and boiled	Zongzi	glutinous rice and choice of filling wrapped in leaves and boiled	[2018-11-15 CFox]: Needs Manual Review	n/a
1339	6	Festivals	划	[2018-11-15 CFox]: Needs Manual Review	huá; huá; huà	huá	[2018-11-15 CFox]: Needs Manual Review	to row / to paddle / profitable / worth (the effort) / it pays (to do sth) || to cut / to slash / to scratch (cut into the surface of sth) / to strike (a match) || to delimit / to transfer / to assign / to plan / to draw (a line) / stroke of a Chinese character	Draw	to row / to paddle / profitable / worth (the effort) / it pays (to do sth)  to cut / to slash / to scratch (cut into the surface of sth) / to strike (a match)  to delimit / to transfer / to assign / to plan / to draw (a line) / stroke of a Chinese character	[2018-11-15 CFox]: Needs Manual Review	n/a
1340	6	Festivals	龙舟	龍舟	lóng zhōu	lóng zhōu	[2018-11-15 CFox]: No alternate Pinyin available	dragon boat / imperial boat	Dragon Boat	dragon boat / imperial boat	[2018-11-15 CFox]: Needs Manual Review	n/a
1341	6	Festivals	端	端	duān	duān	[2018-11-15 CFox]: No alternate Pinyin available	end / extremity / item / port / to hold sth level with both hands / to carry / regular	end	end / extremity / item / port / to hold sth level with both hands / to carry / regular	[2018-11-15 CFox]: Needs Manual Review	端午节 (Festivals), 端 (Festivals)
1342	6	Festivals	粽	粽	zòng	zòng	[2018-11-15 CFox]: No alternate Pinyin available	rice dumplings wrapped in leaves	Dumplings	rice dumplings wrapped in leaves	[2018-11-15 CFox]: Needs Manual Review	粽子 (Festivals), 粽 (Festivals)
1343	6	Festivals	龙	龍	Lóng; lóng	lóng	[2018-11-15 CFox]: No alternate Pinyin available	surname Long || dragon / CL: 條｜条 / imperial	Dragon	surname Long  dragon / CL: 條｜条 / imperial	[2018-11-15 CFox]: Needs Manual Review	龙舟 (Festivals), 龙 (Festivals)
1344	6	Festivals	舟	舟	zhōu	zhōu	[2018-11-15 CFox]: No alternate Pinyin available	boat	boat	boat	[2018-11-15 CFox]: Needs Manual Review	龙舟 (Festivals), 舟 (Festivals)
1345	6	Gourmet 2	珠	珠	zhū	zhū	[2018-11-15 CFox]: No alternate Pinyin available	bead / pearl / CL: 粒, 顆｜颗	Pearl	bead / pearl / CL: 粒, 顆｜颗	[2018-11-15 CFox]: Needs Manual Review	珠 (Gourmet 2), 珍珠奶茶 (Gourmet 2)
1346	6	Gourmet 2	汤	湯	Tāng; shāng; tāng	tāng	[2018-11-15 CFox]: Needs Manual Review	surname Tang || rushing current || soup / hot or boiling water / decoction of medicinal herbs / water in which sth has been boiled	soup	surname Tang  rushing current  soup / hot or boiling water / decoction of medicinal herbs / water in which sth has been boiled	[2018-11-15 CFox]: Needs Manual Review	汤圆 (Festivals), 汤 (Gourmet 2), 酸辣汤 (Gourmet 2)
1347	6	Gourmet 2	酸	酸	suān	suān	[2018-11-15 CFox]: No alternate Pinyin available	sour / tart / sick at heart / grieved / sore / aching / pedantic / impractical / an acid	acid	sour / tart / sick at heart / grieved / sore / aching / pedantic / impractical / an acid	[2018-11-15 CFox]: Needs Manual Review	酸 (Gourmet 2), 酸辣汤 (Gourmet 2)
1348	6	Gourmet 2	珍	珍	zhēn	zhēn	[2018-11-15 CFox]: No alternate Pinyin available	precious thing / treasure / culinary delicacy / rare / valuable / to value highly	Treasure	precious thing / treasure / culinary delicacy / rare / valuable / to value highly	[2018-11-15 CFox]: Needs Manual Review	珍 (Gourmet 2), 珍珠奶茶 (Gourmet 2)
1349	6	Gourmet 2	珍珠奶茶	珍珠奶茶	zhēn zhū nǎi chá	zhēn zhū nǎi chá	[2018-11-15 CFox]: No alternate Pinyin available	pearl milk tea / tapioca milk tea / bubble milk tea	Pearl milk tea	pearl milk tea / tapioca milk tea / bubble milk tea	[2018-11-15 CFox]: Needs Manual Review	n/a
1350	6	Gourmet 2	酸辣汤	酸辣湯	suān là tāng	suān là tāng	[2018-11-15 CFox]: No alternate Pinyin available	hot and sour soup / sour and spicy soup	Hot and sour soup	hot and sour soup / sour and spicy soup	[2018-11-15 CFox]: Needs Manual Review	n/a
1351	6	Gourmet 2	北京烤鸭	北京烤鴨	Běi jīng kǎo yā	běi jīng kǎo yā	[2018-11-15 CFox]: No alternate Pinyin available	Peking Duck	Peking duck	Peking Duck	[2018-11-15 CFox]: Needs Manual Review	n/a
1352	6	Gourmet 2	春卷	春捲	chūn juǎn	chūn juǎn	[2018-11-15 CFox]: No alternate Pinyin available	egg roll / spring roll	Spring Rolls	egg roll / spring roll	[2018-11-15 CFox]: Needs Manual Review	n/a
1353	6	Gourmet 2	豆花	豆花	dòu huā	dòu huā	[2018-11-15 CFox]: No alternate Pinyin available	jellied tofu / soft bean curd	Curd	jellied tofu / soft bean curd	[2018-11-15 CFox]: Needs Manual Review	n/a
1354	6	Gourmet 2	烤	烤	kǎo	kǎo	[2018-11-15 CFox]: No alternate Pinyin available	to roast / to bake / to broil	grilled	to roast / to bake / to broil	[2018-11-15 CFox]: Needs Manual Review	北京烤鸭 (Gourmet 2), 烤 (Gourmet 2)
1355	6	Gourmet 2	鸭	鴨	yā	yā	[2018-11-15 CFox]: No alternate Pinyin available	duck / CL: 隻｜只 / (slang) male prostitute	duck	duck / CL: 隻｜只 / (slang) male prostitute	[2018-11-15 CFox]: Needs Manual Review	北京烤鸭 (Gourmet 2), 鸭 (Gourmet 2)
1356	6	Gourmet 2	卷	卷	juǎn; juàn; juǎn	juǎn	[2018-11-15 CFox]: Needs Manual Review	to roll up / roll / classifier for small rolled things (wad of paper money, movie reel etc) || scroll / book / volume / chapter / examination paper / classifier for books, paintings: volume, scroll || to roll (up) / to sweep up / to carry on / roll	volume	to roll up / roll / classifier for small rolled things (wad of paper money, movie reel etc)  scroll / book / volume / chapter / examination paper / classifier for books, paintings: volume, scroll  to roll (up) / to sweep up / to carry on / roll	[2018-11-15 CFox]: Needs Manual Review	春卷 (Gourmet 2), 卷 (Gourmet 2)
1357	6	Gourmet 2	宫保鸡丁	宮保雞丁	gōng bǎo jī dīng	gōng bǎo jī dīng	[2018-11-15 CFox]: No alternate Pinyin available	Kung Pao Chicken / spicy diced chicken	Kung Pao Chicken	Kung Pao Chicken / spicy diced chicken	[2018-11-15 CFox]: Needs Manual Review	n/a
1358	6	Gourmet 2	卤肉饭	[2018-11-15 CFox]: Needs Manual Review	lǔ ròu fàn	lǔ ròu fàn	[2018-11-15 CFox]: No alternate Pinyin available	Braised pork on rice	Braised pork on rice	Braised pork on rice	[2018-11-15 CFox]: Needs Manual Review	n/a
1359	6	Gourmet 2	馒头	饅頭	mán tou	mán tou	[2018-11-15 CFox]: No alternate Pinyin available	steamed roll / steamed bun / steamed bread / CL: 個｜个	steamed bread	steamed roll / steamed bun / steamed bread / CL: 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
1360	6	Gourmet 2	保	保	Bǎo; bǎo	bǎo	[2018-11-15 CFox]: No alternate Pinyin available	Bulgaria / Bulgarian / abbr. for 保加利亞｜保加利亚 || to defend / to protect / to keep / to guarantee / to ensure	Insurance	Bulgaria / Bulgarian / abbr. for 保加利亞｜保加利亚  to defend / to protect / to keep / to guarantee / to ensure	[2018-11-15 CFox]: Needs Manual Review	宫保鸡丁 (Gourmet 2), 保 (Gourmet 2), 保险 (Business 2), 保持 (Business 2)
1361	6	Gourmet 2	卤	[2018-11-15 CFox]: Needs Manual Review	lǔ; lǔ	lǔ	[2018-11-15 CFox]: No alternate Pinyin available	to stew in soy sauce and spices || alkaline soil / salt / brine / halogen (chemistry) / crass / stupid	halogen	to stew in soy sauce and spices  alkaline soil / salt / brine / halogen (chemistry) / crass / stupid	[2018-11-15 CFox]: Needs Manual Review	卤肉饭 (Gourmet 2), 卤 (Gourmet 2)
1362	6	Gourmet 2	馒	饅	mán	mán	[2018-11-15 CFox]: No alternate Pinyin available	steamed bread	steamed bread	steamed bread	[2018-11-15 CFox]: Needs Manual Review	馒头 (Gourmet 2), 馒 (Gourmet 2)
1363	6	Gourmet 2	丁	丁	Dīng; dīng	dīng	[2018-11-15 CFox]: No alternate Pinyin available	surname Ding || fourth of the ten Heavenly Stems 十天干 / fourth in order / letter 'D' or roman 'IV' in list 'A, B, C', or 'I, II, III' etc / ancient Chinese compass point: 195° / butyl / cubes (of food)	Ding	surname Ding  fourth of the ten Heavenly Stems 十天干 / fourth in order / letter 'D' or roman 'IV' in list 'A, B, C', or 'I, II, III' etc / ancient Chinese compass point: 195° / butyl / cubes (of food)	[2018-11-15 CFox]: Needs Manual Review	宫保鸡丁 (Gourmet 2), 丁 (Gourmet 2)
1364	6	Internet Slang	豪	豪	háo	háo	[2018-11-15 CFox]: No alternate Pinyin available	grand / heroic	Howe	grand / heroic	[2018-11-15 CFox]: Needs Manual Review	豪 (Internet Slang), 土豪 (Internet Slang)
1365	6	Internet Slang	宅	宅	zhái	zhái	[2018-11-15 CFox]: No alternate Pinyin available	residence / (coll.) to stay in at home / to hang around at home	House	residence / (coll.) to stay in at home / to hang around at home	[2018-11-15 CFox]: Needs Manual Review	宅 (Internet Slang), 宅男 (Internet Slang)
1366	6	Internet Slang	土	土	Tǔ; tǔ	tǔ	[2018-11-15 CFox]: No alternate Pinyin available	Tu (ethnic group) / surname Tu || earth / dust / clay / local / indigenous / crude opium / unsophisticated / one of the eight ancient musical instruments 八音	soil	Tu (ethnic group) / surname Tu  earth / dust / clay / local / indigenous / crude opium / unsophisticated / one of the eight ancient musical instruments 八音	[2018-11-15 CFox]: Needs Manual Review	土 (Internet Slang), 土豪 (Internet Slang)
1367	6	Internet Slang	土豪	土豪	tǔ háo	tǔ háo	[2018-11-15 CFox]: No alternate Pinyin available	local tyrant / local strong man / (slang) nouveau riche	Local tycoon	local tyrant / local strong man / (slang) nouveau riche	[2018-11-15 CFox]: Needs Manual Review	n/a
1368	6	Internet Slang	吃货	吃貨	chī huò	chī huò	[2018-11-15 CFox]: No alternate Pinyin available	chowhound / foodie / a good-for-nothing	Food goods	chowhound / foodie / a good-for-nothing	[2018-11-15 CFox]: Needs Manual Review	n/a
1369	6	Internet Slang	宅男	宅男	zhái nán	zhái nán	[2018-11-15 CFox]: No alternate Pinyin available	a guy who stays at home all the time, typically spending a lot of time playing online games (derived from Japanese 'otaku')	Takuotoko	a guy who stays at home all the time, typically spending a lot of time playing online games (derived from Japanese 'otaku')	[2018-11-15 CFox]: Needs Manual Review	n/a
1370	6	Internet Slang	菜鸟	菜鳥	cài niǎo	cài niǎo	[2018-11-15 CFox]: No alternate Pinyin available	(coll.) sb new to a particular subject / rookie / beginner / newbie	Rookie	(coll.) sb new to a particular subject / rookie / beginner / newbie	[2018-11-15 CFox]: Needs Manual Review	n/a
1371	6	Internet Slang	美图	[2018-11-15 CFox]: Needs Manual Review	měi tú	měi tú	[2018-11-15 CFox]: No alternate Pinyin available		Mito	Chinese photography editing app	[2018-11-15 CFox]: Completed 1st Manual Review	n/a
1372	6	Internet Slang	萌	萌	méng	méng	[2018-11-15 CFox]: No alternate Pinyin available	to sprout / to bud / to have a strong affection for (slang) / adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)	Sprout	to sprout / to bud / to have a strong affection for (slang) / adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)	[2018-11-15 CFox]: Needs Manual Review	n/a
1373	6	Internet Slang	自拍	自拍	zì pāi	zì pāi	[2018-11-15 CFox]: No alternate Pinyin available	to take a picture or video of oneself	Selfie	to take a picture or video of oneself	[2018-11-15 CFox]: Needs Manual Review	n/a
1374	6	Internet Slang	囧	囧	jiǒng	jiǒng	[2018-11-15 CFox]: No alternate Pinyin available	variant of 冏 / used as emoticon ('smiley') meaning embarrassed, sad :-(, depressed or frustrated	Oops	variant of 冏 / used as emoticon ('smiley') meaning embarrassed, sad :-(, depressed or frustrated	[2018-11-15 CFox]: Needs Manual Review	n/a
1375	6	Internet Slang	美眉	美眉	měi méi	měi méi	[2018-11-15 CFox]: No alternate Pinyin available	(coll.) pretty girl	Meimei	(coll.) pretty girl	[2018-11-15 CFox]: Needs Manual Review	n/a
1376	6	Internet Slang	高富帅	高富帥	gāo fù shuài	gāo fù shuài	[2018-11-15 CFox]: No alternate Pinyin available	Mr Perfect (i.e. tall, rich and handsome) (Internet slang)	Tall, rich and handsome	Mr Perfect' (i.e. tall, rich and handsome) (Internet slang)	[2018-11-15 CFox]: Needs Manual Review	n/a
1377	6	Internet Slang	眉	眉	méi	méi	[2018-11-15 CFox]: No alternate Pinyin available	eyebrow / upper margin	eyebrow	eyebrow / upper margin	[2018-11-15 CFox]: Needs Manual Review	美眉 (Internet Slang), 眉 (Internet Slang)
1378	6	Internet Slang	富	富	Fù; fù	fù	[2018-11-15 CFox]: No alternate Pinyin available	surname Fu || rich / abundant / wealthy	rich	surname Fu  rich / abundant / wealthy	[2018-11-15 CFox]: Needs Manual Review	高富帅 (Internet Slang), 富 (Internet Slang)
1379	6	Internet Slang	微博	微博	wēi bó	wēi bó	[2018-11-15 CFox]: No alternate Pinyin available	micro-blogging / microblog	BiHiroshi	micro-blogging / microblog	[2018-11-15 CFox]: Needs Manual Review	n/a
1380	6	Internet Slang	微信	微信	Wēi xìn	wēi xìn	[2018-11-15 CFox]: No alternate Pinyin available	Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊｜腾讯)	Micro letter	Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊｜腾讯)	[2018-11-15 CFox]: Needs Manual Review	n/a
1381	6	Internet Slang	朋友圈	朋友圈	Péng you quān	péng you quān	[2018-11-15 CFox]: No alternate Pinyin available	Moments (social networking function of smartphone app WeChat 微信)	Circle of friends	Moments (social networking function of smartphone app WeChat 微信)	[2018-11-15 CFox]: Needs Manual Review	n/a
1382	6	Internet Slang	微	微	Wēi; wēi	wēi	[2018-11-15 CFox]: No alternate Pinyin available	surname Wei / ancient Chinese state near present day Chongqing / Taiwan pr. [Wei2] || tiny / miniature / slightly / profound / abtruse / to decline / one millionth part of / micro- / Taiwan pr. [wei2]	micro-	surname Wei / ancient Chinese state near present day Chongqing / Taiwan pr. [Wei2]  tiny / miniature / slightly / profound / abtruse / to decline / one millionth part of / micro- / Taiwan pr. [wei2]	[2018-11-15 CFox]: Needs Manual Review	微博 (Internet Slang), 微信 (Internet Slang), 微 (Internet Slang)
1383	6	Internet Slang	圈	圈	juān; juàn; quān	juān	[2018-11-15 CFox]: Needs Manual Review	to confine / to lock up / to pen in || pen (pig) / a fold || circle / ring / loop / classifier for loops, orbits, laps of race etc / CL: 個｜个 / to surround / to circle	ring	to confine / to lock up / to pen in  pen (pig) / a fold  circle / ring / loop / classifier for loops, orbits, laps of race etc / CL: 個｜个 / to surround / to circle	[2018-11-15 CFox]: Needs Manual Review	朋友圈 (Internet Slang), 圈 (Internet Slang)
1384	6	Internet Slang	关注	關注	guān zhù	guān zhù	[2018-11-15 CFox]: No alternate Pinyin available	to pay attention to / to follow sth closely / concern / interest / attention	attention	to pay attention to / to follow sth closely / concern / interest / attention	[2018-11-15 CFox]: Needs Manual Review	n/a
